,温度(室外),湿度(室外),气压(室外),湿度(室内),气压(室内),temperature
11284,10.7,91.0,995.4,85.0,994.4,11.2
11285,10.7,90.0,996.2,85.0,994.4,11.2
11286,10.6,90.0,995.7,85.0,994.4,11.2
11287,10.6,90.0,993.8,85.0,994.7,11.2
11288,10.6,90.0,993.9,85.0,994.5,11.2
11289,10.6,90.0,993.5,85.0,994.7,11.2
11290,10.6,90.0,994.1,85.0,994.8,11.1
11291,10.5,90.0,994.0,85.0,994.8,11.2
11292,10.5,90.0,994.3,84.0,994.8,11.1
11293,10.6,89.0,994.8,84.0,994.9,11.1
11294,10.5,89.0,994.8,84.0,995.0,11.0
11295,10.5,89.0,995.0,84.0,993.3,11.0
11296,10.5,89.0,995.0,84.0,993.4,11.0
11297,10.5,89.0,994.9,84.0,993.5,10.9
11298,10.6,89.0,995.2,84.0,993.8,11.0
11299,10.6,90.0,994.8,84.0,993.8,11.1
11300,10.7,90.0,994.8,84.0,993.9,11.1
11301,10.7,90.0,994.7,84.0,993.7,11.1
11302,10.6,89.0,994.9,85.0,993.7,11.2
11303,10.6,89.0,994.6,85.0,993.7,11.2
11304,10.6,90.0,994.9,85.0,993.7,11.2
11305,10.6,90.0,994.7,85.0,993.7,11.2
11306,10.6,90.0,993.9,84.0,993.6,11.1
11307,10.7,90.0,994.6,84.0,993.7,11.1
11308,10.6,89.0,994.4,85.0,993.7,11.1
11309,10.6,89.0,994.5,85.0,993.7,11.0
11310,10.6,90.0,994.3,84.0,993.4,11.0
11311,10.6,90.0,994.4,85.0,993.7,11.1
11312,10.6,90.0,994.4,85.0,993.9,11.1
11313,10.6,90.0,994.4,84.0,993.7,11.0
11314,10.6,90.0,994.4,85.0,993.9,11.0
11315,10.6,90.0,994.4,85.0,993.8,11.0
11316,10.6,90.0,994.4,85.0,994.0,10.9
11317,10.6,90.0,994.4,85.0,993.9,11.0
11318,10.6,90.0,994.4,85.0,994.1,10.9
11319,10.6,90.0,995.1,85.0,994.1,10.9
11320,10.6,90.0,995.1,85.0,994.4,10.9
11321,10.5,90.0,994.8,85.0,994.5,10.9
11322,10.5,90.0,994.6,85.0,994.3,10.9
11323,10.6,90.0,994.8,85.0,994.5,10.9
11324,10.6,90.0,995.1,85.0,994.5,10.9
11325,10.6,90.0,995.0,85.0,994.5,10.9
11326,10.6,90.0,994.9,85.0,994.5,10.9
11327,10.5,90.0,995.4,85.0,994.4,10.9
11328,10.6,90.0,995.3,85.0,994.6,10.9
11329,10.7,91.0,995.1,85.0,994.6,10.9
11330,10.7,91.0,994.4,85.0,994.8,11.0
11331,10.7,91.0,994.9,85.0,994.6,11.0
11332,10.7,90.0,994.7,85.0,994.7,11.0
11333,10.7,90.0,994.8,85.0,994.5,11.0
11334,10.7,90.0,995.9,85.0,994.7,11.0
11335,10.7,91.0,996.0,85.0,994.5,11.1
11336,10.8,91.0,996.4,85.0,994.7,11.1
11337,10.8,91.0,996.0,85.0,994.6,11.2
11338,10.9,91.0,995.7,86.0,994.3,11.2
11339,10.9,91.0,995.7,86.0,994.3,11.2
11340,10.9,91.0,972.0,86.0,994.4,11.2
11341,10.8,90.0,995.7,86.0,994.2,11.2
11342,10.8,90.0,995.9,85.0,994.3,11.2
11343,10.7,89.0,995.7,85.0,994.1,11.1
11344,10.7,89.0,995.5,85.0,994.3,11.1
11345,10.7,90.0,995.8,85.0,994.1,11.1
11346,10.7,90.0,995.8,85.0,994.1,11.0
11347,10.8,90.0,995.7,85.0,994.1,11.0
11348,10.9,90.0,995.3,85.0,994.1,11.1
11349,10.9,90.0,995.7,85.0,994.1,11.1
11350,10.8,90.0,995.3,85.0,994.1,11.1
11351,10.8,90.0,971.5,86.0,994.1,11.1
11352,10.8,90.0,995.6,86.0,994.1,11.1
11353,10.8,90.0,995.1,85.0,994.1,11.1
11354,10.9,90.0,995.5,85.0,994.1,11.2
11355,10.9,91.0,995.1,85.0,994.1,11.3
11356,10.9,90.0,995.5,85.0,993.9,11.3
11357,11.0,90.0,994.9,85.0,993.9,11.2
11358,11.0,90.0,995.3,85.0,995.8,11.3
11359,10.9,89.0,995.1,85.0,995.8,11.3
11360,11.0,90.0,995.1,85.0,995.8,11.3
11361,11.0,90.0,994.8,85.0,995.5,11.3
11362,11.0,89.0,994.5,85.0,995.7,11.4
11363,11.0,89.0,996.5,85.0,995.4,11.3
11364,11.0,89.0,994.9,84.0,995.6,11.2
11365,11.0,89.0,996.6,84.0,995.4,11.2
11366,11.0,89.0,996.3,84.0,995.6,11.3
11367,11.0,88.0,996.8,84.0,995.4,11.3
11368,10.9,88.0,996.8,84.0,995.4,11.3
11369,11.0,89.0,996.3,84.0,995.4,11.4
11370,11.0,89.0,996.6,84.0,995.6,11.4
11371,11.0,89.0,996.4,84.0,995.5,11.3
11372,11.0,89.0,997.0,84.0,995.3,11.3
11373,11.0,89.0,995.7,85.0,995.2,11.3
11374,11.0,90.0,972.5,85.0,995.2,11.4
11375,11.0,90.0,996.1,85.0,995.1,11.5
11376,11.1,91.0,996.2,85.0,995.1,11.5
11377,11.2,91.0,996.2,85.0,995.0,11.6
11378,11.2,91.0,995.7,85.0,994.9,11.6
11379,11.1,90.0,995.5,86.0,994.8,11.7
11380,11.1,90.0,995.5,86.0,994.6,11.7
11381,11.1,90.0,995.9,85.0,994.7,11.7
11382,11.1,89.0,995.9,85.0,994.4,11.7
11383,11.1,90.0,995.8,85.0,994.4,11.6
11384,11.1,89.0,995.7,85.0,994.4,11.7
11385,11.1,89.0,995.5,84.0,994.3,11.7
11386,11.2,89.0,971.7,84.0,994.2,11.7
11387,11.1,89.0,995.4,84.0,994.2,11.7
11388,11.2,90.0,995.5,84.0,995.9,11.7
11389,11.2,90.0,995.3,84.0,995.9,11.6
11390,11.1,88.0,995.1,84.0,995.9,11.5
11391,11.1,89.0,995.3,84.0,996.1,11.5
11392,11.1,89.0,995.8,84.0,996.1,11.6
11393,11.1,89.0,995.7,84.0,996.1,11.6
11394,11.2,90.0,995.6,84.0,996.0,11.7
11395,11.3,89.0,995.3,85.0,995.8,11.6
11396,11.3,89.0,995.0,84.0,995.8,11.6
11397,11.2,88.0,995.0,84.0,995.7,11.5
11398,11.2,88.0,994.5,84.0,996.0,11.5
11399,11.3,88.0,973.0,84.0,996.0,11.6
11400,11.2,88.0,994.9,84.0,996.0,11.6
11401,11.2,88.0,994.9,84.0,996.0,11.6
11402,11.2,88.0,994.9,84.0,995.9,11.7
11403,11.2,88.0,994.9,84.0,995.7,11.6
11404,11.2,88.0,994.9,84.0,995.8,11.5
11405,11.2,88.0,994.9,84.0,996.0,11.5
11406,11.2,88.0,994.9,84.0,996.0,11.6
11407,11.2,88.0,994.9,84.0,995.9,11.6
11408,11.2,88.0,996.9,84.0,995.8,11.6
11409,11.2,88.0,996.9,84.0,996.0,11.6
11410,11.2,88.0,995.2,83.0,996.0,11.6
11411,11.2,88.0,997.1,83.0,996.0,11.6
11412,11.2,88.0,996.7,83.0,996.1,11.6
11413,11.3,88.0,996.7,84.0,995.7,11.5
11414,11.3,88.0,996.7,84.0,996.0,11.5
11415,11.2,88.0,994.8,84.0,996.0,11.5
11416,11.2,87.0,996.4,84.0,996.2,11.5
11417,11.2,88.0,997.1,84.0,996.1,11.5
11418,11.2,88.0,997.1,84.0,996.3,11.6
11419,11.2,89.0,996.7,84.0,996.2,11.7
11420,11.3,88.0,996.7,84.0,996.0,11.6
11421,11.3,88.0,997.0,84.0,995.9,11.7
11422,11.3,88.0,996.8,84.0,995.9,11.7
11423,11.3,88.0,996.6,83.0,995.9,11.7
11424,11.3,89.0,996.6,84.0,995.9,11.6
11425,11.4,89.0,996.1,84.0,995.7,11.7
11426,11.4,88.0,996.4,84.0,995.7,11.8
11427,11.4,89.0,996.0,84.0,995.7,11.8
11428,11.5,88.0,996.1,84.0,995.5,11.8
11429,11.4,88.0,995.5,84.0,995.4,11.8
11430,11.4,88.0,995.8,84.0,995.4,11.8
11431,11.4,88.0,996.0,84.0,995.1,11.7
11432,11.4,88.0,996.2,84.0,995.1,11.7
11433,11.5,89.0,996.0,84.0,995.3,11.6
11434,11.5,88.0,995.6,84.0,995.5,11.7
11435,11.4,88.0,995.4,84.0,995.5,11.7
11436,11.4,89.0,995.2,84.0,995.3,11.7
11437,11.5,89.0,995.3,84.0,995.3,11.8
11438,11.5,88.0,995.8,84.0,995.3,11.8
11439,11.6,88.0,995.5,85.0,995.2,11.9
11440,11.5,88.0,995.4,85.0,995.1,11.9
11441,11.5,88.0,994.8,85.0,995.1,12.0
11442,11.4,88.0,995.3,84.0,995.3,12.0
11443,11.5,88.0,995.2,84.0,995.0,12.0
11444,11.5,88.0,995.1,84.0,994.7,12.0
11445,11.6,89.0,995.9,84.0,994.9,12.0
11446,11.6,88.0,997.2,83.0,994.7,11.9
11447,11.6,87.0,995.1,83.0,994.7,11.8
11448,11.5,87.0,995.1,83.0,994.7,11.8
11449,11.5,88.0,995.1,83.0,994.7,11.8
11450,11.5,88.0,995.3,83.0,994.7,11.8
11451,11.5,88.0,997.0,84.0,994.9,11.8
11452,11.5,88.0,995.4,84.0,994.7,11.8
11453,11.5,87.0,995.4,83.0,994.9,11.7
11454,11.4,87.0,994.9,83.0,994.9,11.7
11455,11.4,87.0,995.1,83.0,995.0,11.7
11456,11.4,88.0,995.6,83.0,995.0,11.8
11457,11.4,88.0,995.8,84.0,994.8,11.8
11458,11.4,88.0,995.8,84.0,995.0,11.8
11459,11.5,89.0,995.6,84.0,994.9,11.8
11460,11.5,89.0,995.6,84.0,994.7,11.9
11461,11.5,89.0,995.4,84.0,994.7,11.9
11462,11.5,89.0,995.3,84.0,994.7,12.0
11463,11.6,89.0,995.6,84.0,994.7,11.9
11464,11.5,89.0,995.4,84.0,994.7,12.0
11465,11.5,89.0,995.4,84.0,994.5,12.0
11466,11.5,88.0,995.2,84.0,994.5,12.0
11467,11.5,89.0,995.3,84.0,996.4,12.0
11468,11.5,89.0,995.2,83.0,996.4,12.0
11469,11.6,89.0,973.7,83.0,996.2,12.0
11470,11.6,90.0,995.1,84.0,996.1,12.0
11471,11.7,89.0,997.0,84.0,996.1,12.1
11472,11.7,89.0,996.7,84.0,996.1,12.1
11473,11.7,89.0,996.4,84.0,996.0,12.1
11474,11.7,89.0,996.7,84.0,995.9,12.1
11475,11.7,89.0,996.4,84.0,995.7,12.1
11476,11.7,88.0,996.5,84.0,995.7,12.1
11477,11.6,88.0,996.4,84.0,995.6,12.2
11478,11.6,88.0,996.2,83.0,995.3,12.0
11479,11.6,88.0,995.9,83.0,995.6,12.0
11480,11.6,88.0,996.5,83.0,995.6,12.0
11481,11.6,88.0,996.3,83.0,995.5,12.0
11482,11.7,88.0,996.2,83.0,995.5,12.0
11483,11.7,89.0,996.6,84.0,995.3,12.0
11484,11.6,88.0,996.6,84.0,995.4,12.1
11485,11.6,88.0,996.4,84.0,995.6,12.1
11486,11.6,88.0,996.6,84.0,995.3,12.1
11487,11.6,89.0,996.4,84.0,995.3,12.1
11488,11.6,89.0,996.4,84.0,995.5,12.2
11489,11.6,89.0,995.9,84.0,995.3,12.2
11490,11.6,89.0,995.9,84.0,995.0,12.2
11491,11.6,89.0,995.9,83.0,995.1,12.2
11492,11.6,89.0,995.9,84.0,995.1,12.2
11493,11.6,89.0,995.9,84.0,995.1,12.2
11494,11.6,89.0,995.9,84.0,994.9,12.3
11495,11.6,89.0,995.9,84.0,994.9,12.3
11496,11.6,89.0,995.9,83.0,995.0,12.2
11497,11.6,89.0,995.9,83.0,995.0,12.2
11498,11.6,87.0,996.1,83.0,994.7,12.3
11499,11.6,88.0,996.2,83.0,994.8,12.3
11500,11.7,88.0,995.9,83.0,994.7,12.3
11501,11.8,88.0,996.0,84.0,994.7,12.3
11502,11.8,88.0,973.9,84.0,994.6,12.4
11503,11.9,88.0,995.3,84.0,994.6,12.4
11504,12.0,88.0,995.8,84.0,994.5,12.5
11505,12.0,89.0,995.3,84.0,994.5,12.5
11506,12.1,89.0,994.9,84.0,994.2,12.5
11507,12.2,89.0,995.1,84.0,996.1,12.5
11508,12.2,89.0,996.8,84.0,995.8,12.6
11509,12.1,89.0,997.1,85.0,995.7,12.6
11510,12.1,89.0,995.9,85.0,995.7,12.6
11511,12.1,88.0,996.4,85.0,995.6,12.6
11512,12.1,89.0,995.9,85.0,995.3,12.6
11513,12.0,87.0,995.6,83.0,995.3,12.5
11514,12.0,87.0,996.0,82.0,995.3,12.3
11515,11.8,87.0,996.1,83.0,995.3,12.2
11516,11.8,87.0,974.3,83.0,995.4,12.2
11517,11.7,87.0,996.5,83.0,995.7,12.2
11518,11.6,87.0,996.3,83.0,995.7,12.2
11519,11.7,87.0,994.7,83.0,995.5,12.2
11520,11.8,87.0,996.4,83.0,995.8,12.3
11521,11.8,87.0,994.6,83.0,995.8,12.3
11522,11.7,87.0,994.9,83.0,995.8,12.3
11523,11.7,88.0,994.7,83.0,995.8,12.3
11524,11.8,88.0,994.9,84.0,995.7,12.3
11525,11.8,88.0,994.8,84.0,995.5,12.4
11526,11.7,88.0,994.8,84.0,995.5,12.4
11527,11.7,87.0,975.2,84.0,995.3,12.4
11528,11.7,88.0,994.9,84.0,995.7,12.4
11529,12.5,88.0,972.9,84.0,991.9,13.0
11530,12.5,88.0,972.9,84.0,991.9,13.0
11531,12.5,88.0,972.9,85.0,991.9,13.1
11532,12.5,88.0,972.9,85.0,991.9,13.1
11533,12.5,88.0,972.9,85.0,991.9,13.1
11534,12.4,88.0,991.4,85.0,992.0,13.1
11535,12.4,89.0,991.4,85.0,992.0,13.1
11536,12.4,89.0,992.0,85.0,991.8,13.1
11537,12.4,89.0,991.6,85.0,992.0,13.2
11538,12.4,90.0,991.8,85.0,992.0,13.2
11539,12.4,90.0,992.0,85.0,991.9,13.2
11540,12.3,90.0,991.7,85.0,991.7,13.2
11541,12.3,90.0,991.5,85.0,991.9,13.2
11542,12.3,90.0,991.8,85.0,991.5,13.2
11543,12.2,90.0,992.1,85.0,991.7,13.2
11544,12.2,90.0,992.5,85.0,991.9,13.2
11545,12.2,91.0,992.5,85.0,991.6,13.3
11546,12.3,91.0,992.6,85.0,991.7,13.3
11547,12.3,91.0,992.5,86.0,991.3,13.3
11548,12.4,91.0,972.9,86.0,991.5,13.2
11549,12.4,91.0,992.3,86.0,991.4,13.2
11550,12.4,90.0,992.5,86.0,991.4,13.2
11551,12.3,90.0,992.5,85.0,991.4,13.2
11552,12.3,90.0,992.5,85.0,991.3,13.3
11553,12.3,91.0,992.6,85.0,991.4,13.3
11554,12.4,91.0,992.2,85.0,990.9,13.4
11555,12.4,90.0,992.3,85.0,991.0,13.4
11556,12.4,91.0,992.3,86.0,991.1,13.4
11557,12.3,90.0,992.3,85.0,991.1,13.4
11558,12.3,90.0,992.2,85.0,991.1,13.4
11559,12.3,91.0,992.7,85.0,990.9,13.4
11560,12.3,91.0,992.3,85.0,990.9,13.4
11561,12.3,91.0,992.5,85.0,990.9,13.4
11562,12.3,91.0,992.2,85.0,990.9,13.4
11563,12.3,91.0,992.4,85.0,991.1,13.4
11564,12.4,91.0,992.3,85.0,990.8,13.5
11565,12.4,91.0,992.3,85.0,990.7,13.5
11566,12.4,91.0,992.9,85.0,990.9,13.5
11567,12.4,90.0,992.3,85.0,990.9,13.5
11568,12.4,91.0,991.9,85.0,990.7,13.5
11569,12.5,91.0,992.3,85.0,990.6,13.5
11570,12.4,90.0,993.0,85.0,990.6,13.5
11571,12.4,91.0,992.5,85.0,990.5,13.5
11572,12.3,91.0,992.7,84.0,990.7,13.5
11573,12.2,91.0,992.9,85.0,990.7,13.5
11574,12.3,91.0,993.2,85.0,990.7,13.5
11575,12.4,92.0,992.7,84.0,990.5,13.6
11576,12.4,91.0,992.6,84.0,992.4,13.6
11577,12.3,91.0,993.0,85.0,990.5,13.5
11578,12.3,91.0,993.0,85.0,992.4,13.5
11579,12.3,91.0,992.7,84.0,992.4,13.5
11580,12.3,91.0,993.3,85.0,992.4,13.5
11581,12.2,92.0,992.8,85.0,992.4,13.5
11582,11.6,87.0,994.5,83.0,994.2,12.5
11583,11.6,87.0,994.5,83.0,994.2,12.5
11584,11.6,87.0,994.5,83.0,994.2,12.5
11585,11.6,87.0,994.5,84.0,994.2,12.5
11586,11.6,87.0,994.5,84.0,994.2,12.5
11587,11.6,87.0,994.5,84.0,994.0,12.5
11588,11.7,89.0,994.6,84.0,994.0,12.5
11589,11.7,89.0,995.0,83.0,994.2,12.4
11590,11.8,89.0,994.8,83.0,994.2,12.4
11591,11.7,88.0,994.7,83.0,994.0,12.4
11592,11.7,88.0,994.9,83.0,994.0,12.3
11593,11.7,88.0,994.5,83.0,994.1,12.2
11594,11.7,88.0,994.5,83.0,994.2,12.3
11595,11.7,88.0,994.5,83.0,994.2,12.3
11596,11.7,88.0,994.5,83.0,994.4,12.4
11597,11.7,88.0,994.5,82.0,994.4,12.4
11598,11.7,88.0,994.5,82.0,994.2,12.4
11599,11.7,88.0,994.5,82.0,994.4,12.4
11600,11.7,88.0,994.5,83.0,994.2,12.5
11601,11.7,88.0,994.5,83.0,994.0,12.4
11602,11.7,88.0,994.5,83.0,994.2,12.3
11603,11.7,88.0,994.5,83.0,994.0,12.3
11604,11.7,88.0,994.5,83.0,994.1,12.3
11605,11.7,88.0,994.5,84.0,994.3,12.4
11606,11.7,88.0,994.5,83.0,994.5,12.4
11607,11.7,88.0,994.5,83.0,994.0,12.4
11608,11.7,88.0,994.5,83.0,994.2,12.5
11609,11.7,88.0,994.5,84.0,994.0,12.5
11610,11.7,88.0,994.5,84.0,994.0,12.5
11611,11.7,88.0,994.5,84.0,994.0,12.5
11612,11.7,88.0,994.5,85.0,994.0,12.5
11613,11.7,88.0,994.5,84.0,993.7,12.5
11614,11.7,88.0,994.5,84.0,993.7,12.5
11615,11.7,88.0,994.5,85.0,993.7,12.5
11616,11.7,88.0,994.5,85.0,993.9,12.5
11617,11.7,88.0,994.5,85.0,993.6,12.5
11618,11.7,88.0,994.5,85.0,993.6,12.5
11619,11.7,88.0,994.5,85.0,993.4,12.5
11620,11.7,88.0,994.5,84.0,993.6,12.5
11621,11.7,88.0,994.5,84.0,993.6,12.5
11622,11.7,88.0,994.5,84.0,993.6,12.4
11623,11.7,88.0,994.5,83.0,993.4,12.3
11624,11.7,88.0,994.5,83.0,993.6,12.3
11625,11.7,88.0,994.5,83.0,993.7,12.3
11626,11.7,88.0,994.5,83.0,993.5,12.4
11627,11.7,88.0,994.5,83.0,993.5,12.4
11628,11.7,88.0,994.5,83.0,993.5,12.5
11629,11.9,89.0,994.1,85.0,993.1,12.5
11630,11.9,90.0,994.2,86.0,993.3,12.5
11631,11.9,90.0,994.0,86.0,993.1,12.5
11632,11.9,91.0,994.3,86.0,993.3,12.5
11633,11.9,91.0,994.0,86.0,993.1,12.5
11634,11.9,90.0,993.9,85.0,992.9,12.5
11635,11.8,89.0,994.0,85.0,993.1,12.5
11636,11.8,90.0,994.1,84.0,992.9,12.5
11637,11.8,90.0,994.5,84.0,993.1,12.5
11638,11.9,90.0,994.3,84.0,992.9,12.5
11639,12.0,90.0,994.3,84.0,992.9,12.5
11640,12.1,91.0,994.1,84.0,992.9,12.5
11641,12.1,90.0,993.5,85.0,992.9,12.5
11642,12.1,90.0,993.2,85.0,992.9,12.6
11643,12.1,90.0,993.6,85.0,992.6,12.6
11644,12.2,90.0,993.4,85.0,992.6,12.6
11645,12.3,90.0,993.2,85.0,992.5,12.7
11646,12.3,90.0,993.0,85.0,992.4,12.7
11647,12.3,90.0,992.5,85.0,992.4,12.8
11648,12.2,89.0,994.6,86.0,991.9,12.7
11649,12.2,90.0,993.0,86.0,992.0,12.7
11650,12.2,89.0,992.7,86.0,992.3,12.7
11651,12.0,87.0,992.5,86.0,992.0,12.7
11652,12.1,89.0,975.0,85.0,992.0,12.7
11653,12.1,90.0,992.6,85.0,991.8,12.6
11654,12.1,89.0,992.5,85.0,991.8,12.6
11655,12.1,89.0,992.7,84.0,992.0,12.6
11656,12.1,89.0,992.1,84.0,991.8,12.6
11657,12.1,90.0,992.7,84.0,992.0,12.6
11658,12.1,89.0,992.7,84.0,991.8,12.6
11659,12.1,88.0,992.5,84.0,992.0,12.6
11660,12.0,88.0,992.6,84.0,991.8,12.6
11661,12.1,89.0,992.5,83.0,991.8,12.7
11662,12.1,89.0,994.1,83.0,993.7,12.7
11663,12.2,89.0,993.9,84.0,993.7,12.7
11664,12.2,89.0,994.3,84.0,993.7,12.7
11665,12.2,89.0,994.0,84.0,993.7,12.7
11666,12.2,89.0,974.3,84.0,993.6,12.7
11667,12.2,89.0,993.7,85.0,993.4,12.7
11668,12.2,89.0,994.2,85.0,993.4,12.7
11669,12.2,89.0,993.5,85.0,993.6,12.7
11670,12.3,89.0,993.7,85.0,993.3,12.7
11671,12.3,89.0,993.5,85.0,993.3,12.8
11672,12.3,89.0,993.5,85.0,993.3,12.8
11673,12.3,89.0,993.5,85.0,993.3,12.8
11674,12.3,89.0,993.5,85.0,992.9,12.8
11675,12.3,89.0,993.5,85.0,992.9,12.9
11676,12.3,89.0,993.5,85.0,992.9,12.9
11677,12.3,89.0,993.5,85.0,992.8,12.9
11678,12.3,89.0,993.5,85.0,992.8,12.8
11679,12.3,89.0,993.5,86.0,992.8,12.8
11680,12.3,89.0,993.5,86.0,992.8,12.8
11681,12.2,89.0,993.5,85.0,992.8,12.8
11682,12.1,87.0,993.5,85.0,992.8,12.8
11683,12.1,87.0,993.3,84.0,992.8,12.8
11684,12.1,88.0,993.3,84.0,992.6,12.8
11685,12.1,88.0,993.3,84.0,992.4,12.8
11686,12.1,87.0,993.4,84.0,992.6,12.8
11687,12.1,87.0,993.5,85.0,992.4,12.8
11688,12.1,87.0,993.0,84.0,992.4,12.8
11689,12.1,88.0,993.3,84.0,992.4,12.8
11690,12.1,88.0,993.9,85.0,992.4,12.8
11691,12.1,88.0,993.7,85.0,992.6,12.8
11692,12.1,88.0,993.4,85.0,992.3,12.8
11693,12.0,88.0,993.5,85.0,992.5,12.8
11694,12.0,88.0,993.3,85.0,992.4,12.8
11695,12.1,88.0,991.8,85.0,992.2,12.7
11696,12.1,88.0,991.8,85.0,992.2,12.7
11697,12.1,89.0,991.7,85.0,992.6,12.7
11698,12.1,88.0,992.0,85.0,992.6,12.8
11699,12.0,87.0,991.5,84.0,992.4,12.8
11700,12.0,88.0,991.7,84.0,992.4,12.8
11701,12.0,87.0,992.0,84.0,992.2,12.8
11702,12.0,88.0,992.4,84.0,992.2,12.8
11703,11.9,87.0,991.8,84.0,992.2,12.8
11704,11.9,88.0,992.3,84.0,992.4,12.8
11705,12.1,88.0,991.7,84.0,992.2,12.8
11706,12.2,88.0,992.0,84.0,992.2,12.9
11707,12.2,89.0,992.0,85.0,992.2,12.9
11708,12.2,89.0,991.8,84.0,991.9,12.9
11709,12.1,89.0,991.5,84.0,991.9,12.9
11710,12.2,89.0,991.5,84.0,992.1,12.9
11711,12.2,89.0,991.9,84.0,991.9,13.0
11712,12.2,89.0,993.2,85.0,991.5,13.0
11713,12.2,90.0,991.2,85.0,991.7,13.0
11714,12.2,90.0,973.6,85.0,991.5,13.0
11715,12.2,90.0,993.2,85.0,991.7,13.0
11716,12.2,90.0,993.1,85.0,991.5,13.0
11717,12.2,89.0,993.0,84.0,991.4,13.0
11718,12.2,90.0,992.9,84.0,991.2,13.0
11719,12.2,90.0,992.7,84.0,991.4,13.0
11720,12.2,90.0,992.7,84.0,991.1,13.0
11721,12.2,90.0,992.6,84.0,991.1,12.9
11722,12.1,89.0,992.6,84.0,991.3,12.9
11723,12.1,88.0,993.3,84.0,991.3,12.9
11724,12.0,89.0,993.0,84.0,991.0,13.0
11725,12.0,89.0,991.4,84.0,991.1,13.0
11726,12.0,89.0,991.5,84.0,991.1,13.0
11727,12.0,89.0,992.7,84.0,990.9,13.0
11728,12.0,88.0,991.0,85.0,990.9,13.0
11729,12.0,88.0,991.6,85.0,991.1,13.0
11730,12.1,89.0,991.2,84.0,991.2,12.9
11731,12.0,89.0,991.8,84.0,991.2,12.9
11732,12.1,90.0,991.7,84.0,991.0,12.9
11733,12.1,90.0,991.5,84.0,991.0,12.9
11734,12.0,91.0,991.4,84.0,991.0,12.9
11735,12.0,90.0,991.3,84.0,990.8,12.9
11736,11.9,90.0,991.9,84.0,991.0,12.9
11737,12.0,90.0,991.9,84.0,991.0,12.9
11738,12.0,89.0,992.2,84.0,991.1,12.9
11739,12.1,89.0,991.4,84.0,990.8,12.9
11740,12.0,89.0,991.7,84.0,991.3,13.0
11741,12.1,89.0,991.2,84.0,991.1,13.0
11742,12.1,90.0,991.9,84.0,991.1,12.9
11743,12.1,90.0,992.1,85.0,991.3,13.0
11744,12.1,91.0,991.7,85.0,991.1,13.0
11745,12.0,91.0,992.2,85.0,991.1,12.9
11746,12.0,91.0,979.9,85.0,991.1,12.9
11747,12.0,91.0,991.7,85.0,991.1,12.9
11748,11.9,91.0,992.1,85.0,990.8,12.9
11749,11.9,92.0,991.6,85.0,990.8,12.9
11750,11.9,92.0,992.0,85.0,990.9,12.9
11751,11.9,92.0,991.9,86.0,991.2,12.8
11752,11.9,92.0,992.3,86.0,991.0,12.8
11753,11.9,92.0,991.4,86.0,991.2,12.9
11754,11.8,91.0,991.8,86.0,991.2,12.9
11755,11.8,92.0,991.8,86.0,991.2,12.9
11756,11.9,92.0,992.2,86.0,991.0,12.9
11757,11.9,92.0,991.8,86.0,991.4,12.9
11758,11.9,92.0,970.3,86.0,991.4,12.8
11759,11.9,92.0,992.2,86.0,991.0,12.8
11760,11.9,93.0,992.4,86.0,991.3,12.8
11761,11.9,93.0,991.8,86.0,991.3,12.8
11762,11.9,93.0,992.6,86.0,991.3,12.8
11763,12.0,93.0,992.3,87.0,991.5,12.8
11764,12.0,93.0,992.4,87.0,991.3,12.8
11765,12.0,93.0,992.4,87.0,991.3,12.8
11766,12.0,93.0,992.4,87.0,991.3,12.8
11767,12.0,93.0,992.4,87.0,991.3,12.8
11768,12.0,93.0,992.4,87.0,991.6,12.7
11769,12.0,93.0,992.4,87.0,991.4,12.7
11770,12.0,93.0,992.4,87.0,991.6,12.7
11771,12.0,93.0,992.4,87.0,991.7,12.7
11772,12.0,93.0,992.4,87.0,991.7,12.7
11773,12.0,93.0,992.4,87.0,991.9,12.7
11774,11.8,93.0,992.6,87.0,991.5,12.7
11775,11.9,93.0,991.8,87.0,991.6,12.7
11776,11.9,92.0,992.1,87.0,991.8,12.7
11777,11.9,92.0,992.1,88.0,991.7,12.6
11778,12.0,92.0,991.9,88.0,991.9,12.6
11779,11.9,93.0,992.1,87.0,992.1,12.7
11780,11.8,93.0,992.1,87.0,991.7,12.6
11781,11.8,92.0,992.6,87.0,991.9,12.6
11782,11.8,93.0,992.4,87.0,992.0,12.6
11783,11.7,93.0,992.2,87.0,992.0,12.5
11784,11.8,93.0,992.5,88.0,990.1,12.5
11785,11.8,93.0,992.5,88.0,990.2,12.6
11786,11.8,93.0,992.2,88.0,990.2,12.6
11787,11.8,93.0,992.6,88.0,990.2,12.6
11788,11.8,93.0,992.4,88.0,990.2,12.6
11789,11.8,93.0,992.6,88.0,990.2,12.6
11790,11.8,93.0,992.6,87.0,990.2,12.6
11791,11.8,93.0,992.3,87.0,990.2,12.6
11792,11.8,92.0,992.6,87.0,990.0,12.6
11793,11.7,93.0,992.4,87.0,990.4,12.6
11794,11.7,93.0,992.6,87.0,990.2,12.7
11795,11.8,93.0,990.5,87.0,990.3,12.7
11796,11.9,93.0,992.8,87.0,990.2,12.7
11797,11.9,93.0,992.1,87.0,990.0,12.7
11798,12.0,93.0,992.6,87.0,990.0,12.7
11799,12.0,93.0,992.3,87.0,990.0,12.7
11800,12.0,93.0,992.1,87.0,990.0,12.7
